satisfaction,evaluation,projects,hours,history,accident,left,promotion,department,salary
0.52,0.88,0.00612729965819241,0.0070552981792538555,0.0043080243187625265,Yes,No,No,management,low
0.56,0.92,0.010212166096987352,0.008750146345219865,0.008616048637525053,No,No,No,management,medium
0.86,0.91,0.008169732877589882,0.005794015823186127,0.006462036478143789,No,No,No,technical,medium
0.46,0.55,0.004084866438794941,0.00508454449789803,0.006462036478143789,No,Yes,No,sales,low
0.41,0.46,0.004084866438794941,0.006148751485830176,0.006462036478143789,Yes,Yes,No,sales,low
0.37,0.5,0.004084866438794941,0.006069921338575942,0.006462036478143789,No,Yes,No,management,medium
0.55,0.96,0.00612729965819241,0.007646524283660603,0.006462036478143789,No,No,No,technical,medium
0.76,0.8,0.008169732877589882,0.008907806639728332,0.010770060796906317,No,No,No,management,low
0.88,0.85,0.00612729965819241,0.008671316197965632,0.006462036478143789,No,No,No,technical,medium
0.97,0.52,0.008169732877589882,0.008158920240813118,0.006462036478143789,No,No,No,technical,low
0.81,0.83,0.00612729965819241,0.005242204792406496,0.006462036478143789,Yes,No,No,management,medium
0.9,0.48,0.008169732877589882,0.005360450013287846,0.015078085115668842,No,No,No,management,low
0.83,0.98,0.008169732877589882,0.010208504069423176,0.010770060796906317,No,Yes,No,management,medium
0.82,0.51,0.00612729965819241,0.009223127228745263,0.006462036478143789,No,No,No,sales,low
0.8,0.6,0.010212166096987352,0.008553070977084283,0.006462036478143789,No,No,No,technical,high
0.88,0.51,0.010212166096987352,0.0076859393572877195,0.008616048637525053,No,No,No,management,low
0.82,0.87,0.008169732877589882,0.009420202596880846,0.010770060796906317,No,Yes,No,sales,low
0.45,0.64,0.010212166096987352,0.005242204792406496,0.008616048637525053,No,No,No,sales,medium
0.73,0.66,0.00612729965819241,0.005321034939660729,0.0043080243187625265,No,No,No,sales,medium
0.82,0.85,0.010212166096987352,0.009774938259524895,0.010770060796906317,No,Yes,No,sales,low
0.11,0.79,0.014297032535782291,0.012061012529897653,0.008616048637525053,No,Yes,No,technical,medium
0.24,0.94,0.008169732877589882,0.005754600749559011,0.008616048637525053,No,No,No,technical,medium
0.1,0.77,0.01225459931638482,0.010444994511185876,0.008616048637525053,No,Yes,No,sales,low
0.56,0.59,0.00612729965819241,0.008789561418846983,0.006462036478143789,No,No,No,management,medium
0.13,0.84,0.010212166096987352,0.00744944891552502,0.010770060796906317,No,No,No,technical,low
0.68,0.51,0.008169732877589882,0.006188166559457292,0.006462036478143789,No,No,No,sales,low
0.6,0.5,0.008169732877589882,0.0053998650869149616,0.006462036478143789,No,No,No,management,low
0.38,0.55,0.004084866438794941,0.00847424082983005,0.012924072956287579,No,No,No,management,medium
0.1,0.91,0.01225459931638482,0.010326749290304527,0.010770060796906317,Yes,Yes,No,technical,low
0.49,0.72,0.008169732877589882,0.009696108112270662,0.006462036478143789,No,No,No,technical,low
0.14,0.47,0.008169732877589882,0.00689763788474539,0.0043080243187625265,No,Yes,No,technical,medium
0.94,0.49,0.008169732877589882,0.0069370529583725055,0.017232097275050106,No,No,No,technical,medium
0.96,1.0,0.010212166096987352,0.00599109119132171,0.008616048637525053,No,No,No,management,low
0.42,0.53,0.004084866438794941,0.005202789718779379,0.006462036478143789,Yes,Yes,No,sales,low
0.33,0.58,0.004084866438794941,0.007212958473762321,0.0043080243187625265,No,No,No,technical,medium
0.73,0.52,0.008169732877589882,0.006385241927592875,0.006462036478143789,No,No,No,technical,low
0.53,0.61,0.00612729965819241,0.005833430896813243,0.021540121593812633,No,No,No,technical,high
0.62,0.36,0.004084866438794941,0.0053998650869149616,0.008616048637525053,Yes,No,No,management,medium
0.9,0.55,0.00612729965819241,0.0076859393572877195,0.006462036478143789,No,No,No,management,medium
0.4,0.5,0.004084866438794941,0.005360450013287846,0.006462036478143789,No,Yes,No,management,low
0.67,0.57,0.004084866438794941,0.009223127228745263,0.008616048637525053,No,No,No,technical,low
0.09,0.86,0.01225459931638482,0.010996805541965506,0.008616048637525053,No,Yes,No,sales,low
0.5,0.49,0.00612729965819241,0.007094713252880972,0.006462036478143789,Yes,No,No,management,low
0.37,0.51,0.004084866438794941,0.0060305062649488265,0.006462036478143789,No,Yes,No,technical,low
0.79,0.92,0.008169732877589882,0.008198335314440234,0.0043080243187625265,Yes,No,No,management,low
0.67,0.92,0.010212166096987352,0.01016908899579606,0.006462036478143789,No,No,No,technical,high
0.77,0.87,0.008169732877589882,0.0059122610440674765,0.008616048637525053,No,Yes,No,technical,low
0.73,0.62,0.00612729965819241,0.007134128326508089,0.006462036478143789,No,No,No,sales,low
0.82,0.49,0.010212166096987352,0.008277165461694467,0.006462036478143789,No,No,No,technical,high
0.2,0.42,0.008169732877589882,0.010090258848541827,0.010770060796906317,No,No,No,management,low
0.84,0.56,0.010212166096987352,0.008828976492474098,0.0043080243187625265,No,No,No,management,medium
0.62,0.95,0.008169732877589882,0.005202789718779379,0.006462036478143789,No,No,No,technical,medium
0.57,0.59,0.004084866438794941,0.004375073172609933,0.0043080243187625265,No,No,No,technical,high
0.48,0.84,0.008169732877589882,0.008986636786982565,0.006462036478143789,No,No,No,technical,medium
0.66,0.65,0.008169732877589882,0.009617277965016428,0.0043080243187625265,No,No,No,management,medium
0.73,0.93,0.008169732877589882,0.006385241927592875,0.0043080243187625265,Yes,No,No,management,medium
0.6,0.82,0.008169732877589882,0.005281619866033612,0.0043080243187625265,No,No,No,management,low
0.95,0.9,0.00612729965819241,0.007331203694643671,0.0043080243187625265,No,No,No,management,low
0.54,0.53,0.008169732877589882,0.009656693038643546,0.0043080243187625265,No,No,No,technical,low
0.92,0.82,0.008169732877589882,0.008158920240813118,0.008616048637525053,No,No,No,sales,low
0.11,0.83,0.01225459931638482,0.009617277965016428,0.008616048637525053,No,Yes,No,sales,low
0.57,0.78,0.00612729965819241,0.004296243025355699,0.006462036478143789,Yes,No,No,sales,low
1.0,0.94,0.00612729965819241,0.010129673922168942,0.008616048637525053,No,No,No,management,medium
0.27,0.6,0.01225459931638482,0.008080090093558884,0.010770060796906317,Yes,No,No,technical,low
0.63,0.63,0.010212166096987352,0.00993259855403336,0.0043080243187625265,No,No,No,technical,low
0.42,0.41,0.010212166096987352,0.009459617670507962,0.0043080243187625265,No,No,No,technical,medium
0.54,0.73,0.004084866438794941,0.003941507362711651,0.006462036478143789,No,No,No,management,low
0.38,0.52,0.004084866438794941,0.005715185675931894,0.006462036478143789,No,Yes,No,sales,low
0.25,0.83,0.00612729965819241,0.010129673922168942,0.010770060796906317,Yes,No,No,technical,medium
0.15,0.69,0.01225459931638482,0.008395410682575816,0.012924072956287579,No,No,No,sales,low
0.8,0.4,0.010212166096987352,0.007843599651796186,0.008616048637525053,Yes,No,No,management,high
0.53,0.64,0.004084866438794941,0.004296243025355699,0.006462036478143789,No,No,No,management,medium
0.9,0.67,0.004084866438794941,0.009026051860609681,0.008616048637525053,No,No,No,sales,low
0.11,0.97,0.014297032535782291,0.012218672824406118,0.008616048637525053,No,Yes,No,management,medium
0.59,0.55,0.008169732877589882,0.005439280160542078,0.0043080243187625265,No,No,No,management,high
0.83,0.72,0.008169732877589882,0.006345826853965758,0.006462036478143789,No,No,No,management,low
1.0,0.49,0.00612729965819241,0.007291788621016555,0.0043080243187625265,No,No,No,sales,low
0.66,0.84,0.008169732877589882,0.007331203694643671,0.006462036478143789,No,No,No,management,medium
0.1,0.97,0.01225459931638482,0.011115050762846856,0.008616048637525053,No,Yes,No,management,medium
0.13,0.94,0.008169732877589882,0.008395410682575816,0.010770060796906317,Yes,No,No,management,low
0.89,0.57,0.00612729965819241,0.004453903319864166,0.006462036478143789,No,No,No,technical,low
0.73,0.96,0.004084866438794941,0.005951676117694593,0.006462036478143789,No,No,No,technical,medium
0.77,0.87,0.008169732877589882,0.009538447817762195,0.012924072956287579,No,Yes,No,sales,low
0.81,0.78,0.008169732877589882,0.006266996706711525,0.006462036478143789,No,No,No,management,low
0.5,0.53,0.010212166096987352,0.009420202596880846,0.006462036478143789,No,No,No,technical,medium
0.64,0.83,0.00612729965819241,0.007410033841897904,0.008616048637525053,No,No,No,sales,low
0.43,0.51,0.004084866438794941,0.005557525381423428,0.006462036478143789,No,Yes,No,sales,low
0.74,0.58,0.00612729965819241,0.00949903274413508,0.006462036478143789,No,No,No,management,low
0.83,0.8,0.008169732877589882,0.00587284597044036,0.006462036478143789,No,No,No,technical,low
0.3,0.88,0.010212166096987352,0.009656693038643546,0.008616048637525053,No,No,No,management,low
0.5,0.53,0.00612729965819241,0.0047692239088810975,0.008616048637525053,No,No,No,management,low
0.88,0.66,0.008169732877589882,0.010681484952948574,0.006462036478143789,Yes,No,No,management,medium
0.78,0.4,0.01225459931638482,0.006858222811118273,0.006462036478143789,No,No,No,technical,medium
0.61,0.58,0.008169732877589882,0.005596940455050545,0.008616048637525053,No,No,No,sales,medium
0.42,0.56,0.004084866438794941,0.005281619866033612,0.006462036478143789,No,Yes,No,management,low
0.44,0.51,0.004084866438794941,0.005005714350643797,0.006462036478143789,No,Yes,No,technical,medium
0.86,0.77,0.010212166096987352,0.009341372449626613,0.006462036478143789,Yes,No,No,technical,low
0.61,0.69,0.00612729965819241,0.008828976492474098,0.006462036478143789,No,No,No,management,medium
0.1,0.81,0.01225459931638482,0.010563239732067225,0.008616048637525053,No,Yes,No,management,low
0.59,0.73,0.004084866438794941,0.009065466934236797,0.006462036478143789,No,No,No,technical,low
0.78,0.98,0.008169732877589882,0.006188166559457292,0.006462036478143789,No,No,No,management,medium
0.76,0.61,0.008169732877589882,0.00677939266386404,0.0043080243187625265,No,No,No,management,low
0.43,0.5,0.004084866438794941,0.0053998650869149616,0.006462036478143789,No,Yes,No,management,medium
0.79,0.92,0.010212166096987352,0.010011428701287593,0.012924072956287579,No,Yes,No,sales,low
0.67,0.54,0.004084866438794941,0.005360450013287846,0.0043080243187625265,No,No,No,technical,medium
0.11,0.91,0.01225459931638482,0.010720900026575692,0.008616048637525053,No,Yes,No,sales,low
0.97,0.54,0.00612729965819241,0.01005084377491471,0.0043080243187625265,Yes,No,No,technical,high
0.39,0.47,0.004084866438794941,0.005321034939660729,0.006462036478143789,No,Yes,No,sales,low
0.77,0.76,0.010212166096987352,0.00587284597044036,0.0043080243187625265,No,No,No,technical,medium
0.67,0.82,0.008169732877589882,0.006739977590236923,0.0043080243187625265,No,No,No,sales,medium
0.79,0.87,0.010212166096987352,0.010287334216677409,0.010770060796906317,No,Yes,No,sales,low
0.62,0.85,0.008169732877589882,0.008868391566101214,0.0043080243187625265,No,No,No,technical,high
0.36,0.56,0.01225459931638482,0.009538447817762195,0.012924072956287579,No,No,No,management,medium
0.48,0.67,0.00612729965819241,0.007212958473762321,0.0043080243187625265,No,No,No,technical,low
0.11,0.87,0.014297032535782291,0.011115050762846856,0.010770060796906317,No,Yes,No,technical,low
0.43,0.47,0.004084866438794941,0.009774938259524895,0.0043080243187625265,No,Yes,No,sales,medium
0.55,0.87,0.00612729965819241,0.007922429799050418,0.0043080243187625265,No,No,No,technical,medium
0.52,0.92,0.008169732877589882,0.004414488246237049,0.0043080243187625265,No,No,No,technical,medium
0.8,0.71,0.008169732877589882,0.006345826853965758,0.008616048637525053,No,No,No,management,low
0.76,0.45,0.008169732877589882,0.005794015823186127,0.0043080243187625265,No,No,No,technical,medium
0.91,0.97,0.008169732877589882,0.010799730173829923,0.012924072956287579,No,Yes,No,technical,low
0.88,0.89,0.00612729965819241,0.005478695234169195,0.0043080243187625265,No,No,No,sales,low
0.73,0.86,0.008169732877589882,0.009656693038643546,0.012924072956287579,No,Yes,No,sales,low
0.11,0.81,0.01225459931638482,0.010484409584812992,0.008616048637525053,Yes,Yes,No,sales,medium
0.83,0.56,0.00612729965819241,0.007331203694643671,0.006462036478143789,No,No,No,technical,medium
0.57,0.49,0.00612729965819241,0.006266996706711525,0.008616048637525053,Yes,No,No,technical,high
0.86,0.71,0.008169732877589882,0.009853768406779128,0.006462036478143789,Yes,No,No,sales,low
0.41,0.51,0.004084866438794941,0.006148751485830176,0.006462036478143789,No,Yes,No,technical,medium
0.69,0.9,0.004084866438794941,0.006109336412203059,0.0043080243187625265,No,No,No,technical,low
0.67,0.7,0.010212166096987352,0.006266996706711525,0.006462036478143789,Yes,No,No,management,medium
0.64,0.55,0.008169732877589882,0.00847424082983005,0.0043080243187625265,No,No,No,sales,low
0.77,0.58,0.008169732877589882,0.006385241927592875,0.0043080243187625265,No,No,No,management,medium
0.73,0.69,0.00612729965819241,0.008986636786982565,0.0043080243187625265,No,No,Yes,sales,medium
0.1,0.84,0.01225459931638482,0.009696108112270662,0.008616048637525053,No,Yes,No,management,medium
0.22,0.89,0.01225459931638482,0.01095739046833839,0.010770060796906317,Yes,No,No,management,medium
0.8,0.8,0.008169732877589882,0.010366164363931642,0.008616048637525053,No,No,No,management,medium
0.44,0.54,0.004084866438794941,0.005478695234169195,0.006462036478143789,No,Yes,No,management,medium
0.49,0.94,0.008169732877589882,0.00689763788474539,0.006462036478143789,No,No,No,sales,medium
0.44,0.57,0.004084866438794941,0.005557525381423428,0.006462036478143789,No,Yes,No,technical,medium
0.95,0.58,0.010212166096987352,0.005242204792406496,0.006462036478143789,No,No,No,technical,low
0.56,0.39,0.010212166096987352,0.010366164363931642,0.008616048637525053,No,No,No,management,medium
0.87,0.73,0.010212166096987352,0.004375073172609933,0.008616048637525053,No,No,No,technical,high
0.62,0.68,0.00612729965819241,0.008907806639728332,0.006462036478143789,No,No,No,technical,medium
0.47,0.55,0.008169732877589882,0.004808638982508214,0.010770060796906317,Yes,No,No,management,medium
0.91,0.61,0.008169732877589882,0.005321034939660729,0.021540121593812633,No,No,No,sales,medium
0.43,0.53,0.004084866438794941,0.0059122610440674765,0.006462036478143789,No,Yes,No,sales,low
0.52,0.91,0.010212166096987352,0.007607109210033486,0.0043080243187625265,No,No,No,management,low
0.52,0.82,0.00612729965819241,0.005439280160542078,0.0043080243187625265,Yes,No,No,management,medium
0.1,0.89,0.014297032535782291,0.011233295983728206,0.008616048637525053,No,Yes,No,technical,low
0.1,0.92,0.010212166096987352,0.010720900026575692,0.008616048637525053,No,Yes,No,sales,medium
0.87,0.74,0.008169732877589882,0.008158920240813118,0.006462036478143789,No,No,No,management,low
0.84,0.83,0.008169732877589882,0.008947221713355448,0.010770060796906317,No,Yes,No,sales,low
0.2,1.0,0.00612729965819241,0.004848054056135331,0.008616048637525053,No,No,No,management,low
0.89,0.5,0.008169732877589882,0.005360450013287846,0.0043080243187625265,Yes,No,No,technical,low
0.34,0.72,0.00612729965819241,0.004650978687999748,0.008616048637525053,No,No,No,management,low
0.53,0.63,0.010212166096987352,0.006266996706711525,0.008616048637525053,No,No,No,sales,low
0.57,0.46,0.004084866438794941,0.003941507362711651,0.012924072956287579,Yes,No,Yes,management,medium
0.3,0.76,0.010212166096987352,0.008828976492474098,0.0043080243187625265,No,No,No,technical,medium
0.94,0.94,0.00612729965819241,0.01005084377491471,0.006462036478143789,No,No,No,management,low
0.91,0.89,0.010212166096987352,0.008553070977084283,0.010770060796906317,No,Yes,No,technical,low
0.72,0.82,0.010212166096987352,0.01060265480569434,0.010770060796906317,No,Yes,No,technical,low
0.4,0.46,0.004084866438794941,0.005123959571525147,0.006462036478143789,No,Yes,No,sales,low
0.52,0.84,0.00612729965819241,0.010287334216677409,0.017232097275050106,No,No,Yes,sales,low
0.43,0.52,0.004084866438794941,0.005794015823186127,0.006462036478143789,No,Yes,No,sales,low
0.4,0.36,0.008169732877589882,0.005045129424270913,0.008616048637525053,No,No,No,technical,medium
0.36,0.48,0.004084866438794941,0.005715185675931894,0.006462036478143789,No,Yes,No,management,low
1.0,0.52,0.008169732877589882,0.007804184578169069,0.006462036478143789,No,No,No,technical,medium
0.96,0.71,0.00612729965819241,0.008080090093558884,0.017232097275050106,Yes,No,No,technical,medium
0.41,0.52,0.004084866438794941,0.006266996706711525,0.006462036478143789,No,Yes,No,sales,low
0.45,0.53,0.004084866438794941,0.005439280160542078,0.006462036478143789,No,Yes,No,sales,medium
0.69,0.67,0.008169732877589882,0.010799730173829923,0.008616048637525053,No,No,No,sales,medium
0.39,0.51,0.004084866438794941,0.00508454449789803,0.006462036478143789,No,Yes,No,management,low
0.2,0.7,0.008169732877589882,0.00871073127159275,0.010770060796906317,No,No,No,management,medium
0.65,0.75,0.00612729965819241,0.007646524283660603,0.008616048637525053,Yes,No,No,sales,low
0.67,0.83,0.00612729965819241,0.006739977590236923,0.006462036478143789,Yes,No,No,management,medium
0.36,0.52,0.004084866438794941,0.0053998650869149616,0.006462036478143789,Yes,Yes,No,sales,medium
0.74,0.68,0.008169732877589882,0.007646524283660603,0.0043080243187625265,No,No,No,technical,high
0.61,0.86,0.00612729965819241,0.00938078752325373,0.0043080243187625265,No,No,No,sales,low
0.96,0.89,0.004084866438794941,0.009420202596880846,0.012924072956287579,Yes,No,No,sales,medium
0.83,0.88,0.00612729965819241,0.008553070977084283,0.0043080243187625265,Yes,No,No,management,high
0.35,0.57,0.00612729965819241,0.004296243025355699,0.006462036478143789,No,No,No,sales,medium
0.58,0.97,0.00612729965819241,0.010799730173829923,0.008616048637525053,Yes,No,Yes,sales,medium
0.29,0.88,0.01225459931638482,0.007212958473762321,0.008616048637525053,No,No,No,management,medium
0.67,0.83,0.008169732877589882,0.0076859393572877195,0.006462036478143789,No,No,No,sales,medium
0.44,0.65,0.004084866438794941,0.005951676117694593,0.006462036478143789,No,No,No,technical,medium
0.73,0.84,0.010212166096987352,0.009893183480406244,0.012924072956287579,No,Yes,No,sales,medium
0.98,0.58,0.00612729965819241,0.007212958473762321,0.006462036478143789,No,No,No,sales,low
0.48,0.49,0.00612729965819241,0.010563239732067225,0.006462036478143789,No,No,No,management,low
0.4,0.51,0.004084866438794941,0.006306411780338641,0.006462036478143789,No,Yes,No,management,medium
0.58,0.99,0.00612729965819241,0.008158920240813118,0.021540121593812633,No,No,No,technical,low
0.93,0.55,0.00612729965819241,0.005281619866033612,0.006462036478143789,Yes,No,No,technical,low
0.93,0.68,0.00612729965819241,0.010720900026575692,0.0043080243187625265,Yes,No,No,sales,low
0.63,0.5,0.008169732877589882,0.006582317295728457,0.006462036478143789,Yes,No,No,technical,medium
0.09,0.96,0.01225459931638482,0.011075635689219739,0.008616048637525053,No,Yes,No,technical,medium
0.2,0.53,0.010212166096987352,0.010720900026575692,0.010770060796906317,No,No,No,technical,low
0.1,0.96,0.01225459931638482,0.010799730173829923,0.008616048637525053,No,Yes,No,technical,low
0.76,0.56,0.010212166096987352,0.008750146345219865,0.021540121593812633,No,No,No,technical,high
0.88,0.9,0.008169732877589882,0.00599109119132171,0.008616048637525053,No,No,No,technical,medium
0.72,0.76,0.008169732877589882,0.005675770602304777,0.006462036478143789,Yes,No,No,sales,low
0.81,0.69,0.010212166096987352,0.005281619866033612,0.0043080243187625265,No,No,No,sales,medium
0.99,0.62,0.008169732877589882,0.0055181103077963116,0.0043080243187625265,Yes,No,No,management,low
0.25,0.76,0.01225459931638482,0.007173543400135205,0.006462036478143789,No,No,No,sales,low
0.67,0.72,0.008169732877589882,0.008592486050711398,0.0043080243187625265,Yes,No,No,sales,low
0.5,0.64,0.010212166096987352,0.0076859393572877195,0.0043080243187625265,No,No,No,sales,low
0.96,0.89,0.00612729965819241,0.006424657001219991,0.0043080243187625265,No,No,No,technical,low
0.38,0.53,0.004084866438794941,0.006148751485830176,0.006462036478143789,No,Yes,No,sales,low
0.99,0.54,0.00612729965819241,0.009735523185897777,0.006462036478143789,No,No,No,technical,medium
0.41,0.48,0.00612729965819241,0.005321034939660729,0.006462036478143789,No,No,No,sales,high
0.76,0.76,0.00612729965819241,0.007764769504541953,0.0043080243187625265,No,No,No,sales,medium
0.45,0.61,0.010212166096987352,0.0070552981792538555,0.010770060796906317,No,No,No,management,low
0.55,0.93,0.010212166096987352,0.007725354430914836,0.006462036478143789,No,No,No,management,medium
0.84,0.58,0.00612729965819241,0.0055181103077963116,0.006462036478143789,No,No,No,sales,medium
0.95,0.7,0.01225459931638482,0.009577862891389313,0.006462036478143789,No,No,No,sales,medium
0.37,0.54,0.004084866438794941,0.005163374645152263,0.006462036478143789,Yes,Yes,No,management,medium
0.62,0.74,0.008169732877589882,0.006109336412203059,0.006462036478143789,No,No,No,management,medium
0.24,0.5,0.008169732877589882,0.011115050762846856,0.008616048637525053,Yes,No,No,management,low
0.16,0.73,0.008169732877589882,0.007764769504541953,0.0043080243187625265,No,No,No,technical,low
0.93,0.84,0.00612729965819241,0.006266996706711525,0.006462036478143789,No,No,No,technical,high
0.77,0.8,0.00612729965819241,0.005794015823186127,0.006462036478143789,No,No,No,management,low
0.87,0.98,0.008169732877589882,0.009774938259524895,0.010770060796906317,No,Yes,No,sales,low
0.39,0.51,0.004084866438794941,0.00508454449789803,0.006462036478143789,No,Yes,No,management,low
0.5,0.75,0.00612729965819241,0.008040675019931769,0.0043080243187625265,No,No,No,technical,high
0.37,0.52,0.004084866438794941,0.005636355528677661,0.006462036478143789,No,Yes,No,management,low
0.82,0.8,0.00612729965819241,0.006385241927592875,0.006462036478143789,No,No,No,sales,medium
0.72,0.88,0.00612729965819241,0.00744944891552502,0.006462036478143789,Yes,No,No,technical,high
0.96,0.62,0.008169732877589882,0.008553070977084283,0.0043080243187625265,No,No,No,management,medium
0.7,0.58,0.010212166096987352,0.006621732369355574,0.006462036478143789,No,No,No,technical,low
0.39,0.39,0.004084866438794941,0.005163374645152263,0.0043080243187625265,No,No,No,management,high
0.39,0.54,0.004084866438794941,0.005202789718779379,0.006462036478143789,No,Yes,No,management,low
0.61,0.72,0.00612729965819241,0.005675770602304777,0.0043080243187625265,No,No,No,management,low
0.59,0.51,0.00612729965819241,0.008001259946304651,0.0043080243187625265,Yes,No,No,management,medium
0.43,0.48,0.004084866438794941,0.0060305062649488265,0.006462036478143789,No,Yes,No,sales,low
0.95,0.74,0.008169732877589882,0.01016908899579606,0.006462036478143789,No,No,No,technical,medium
0.43,0.51,0.004084866438794941,0.005202789718779379,0.006462036478143789,No,Yes,No,sales,medium
0.15,0.74,0.01225459931638482,0.005675770602304777,0.015078085115668842,No,No,Yes,technical,high
0.1,0.83,0.01225459931638482,0.011154465836473972,0.010770060796906317,No,Yes,No,management,medium
0.41,0.55,0.004084866438794941,0.006266996706711525,0.006462036478143789,No,Yes,No,management,medium
0.91,0.88,0.00612729965819241,0.00744944891552502,0.0043080243187625265,No,No,No,management,medium
0.96,0.61,0.008169732877589882,0.007843599651796186,0.006462036478143789,No,No,No,sales,low
0.74,1.0,0.008169732877589882,0.009972013627660477,0.010770060796906317,No,Yes,No,sales,low
0.15,0.81,0.00612729965819241,0.007528279062779254,0.010770060796906317,No,No,No,technical,medium
0.68,0.74,0.00612729965819241,0.008947221713355448,0.0043080243187625265,No,No,No,technical,medium
0.58,0.58,0.010212166096987352,0.006739977590236923,0.0043080243187625265,No,No,No,sales,medium
0.97,0.57,0.00612729965819241,0.005675770602304777,0.006462036478143789,No,No,No,management,low
0.56,0.66,0.00612729965819241,0.00914429708149103,0.0043080243187625265,No,No,No,sales,low
0.55,0.55,0.008169732877589882,0.010129673922168942,0.006462036478143789,No,No,No,technical,low
0.74,0.75,0.008169732877589882,0.00587284597044036,0.006462036478143789,No,No,No,technical,low
0.91,0.99,0.00612729965819241,0.007410033841897904,0.006462036478143789,Yes,No,No,management,medium
0.41,0.45,0.00612729965819241,0.009301957375999497,0.0043080243187625265,No,No,No,technical,medium
0.54,0.44,0.00612729965819241,0.0060305062649488265,0.0043080243187625265,No,No,No,technical,low
0.91,0.53,0.008169732877589882,0.0083559956089487,0.006462036478143789,No,No,No,technical,low
0.82,0.6,0.00612729965819241,0.010287334216677409,0.0043080243187625265,Yes,No,No,management,medium
0.38,0.74,0.00612729965819241,0.006266996706711525,0.008616048637525053,No,No,No,technical,medium
0.48,0.55,0.008169732877589882,0.010326749290304527,0.006462036478143789,Yes,No,No,technical,high
0.81,0.5,0.010212166096987352,0.008080090093558884,0.006462036478143789,No,No,No,sales,medium
0.75,0.59,0.010212166096987352,0.00587284597044036,0.008616048637525053,No,No,No,sales,medium
0.47,0.43,0.00612729965819241,0.004729808835253981,0.006462036478143789,No,No,No,sales,high
0.58,0.57,0.010212166096987352,0.0041385827308472335,0.012924072956287579,No,No,No,technical,medium
0.59,0.74,0.00612729965819241,0.009459617670507962,0.006462036478143789,No,No,No,management,low
0.58,0.76,0.00612729965819241,0.008671316197965632,0.006462036478143789,No,No,No,management,medium
0.51,0.95,0.00612729965819241,0.007370618768270787,0.0043080243187625265,No,No,No,management,low
0.4,0.53,0.004084866438794941,0.006227581633084409,0.006462036478143789,No,Yes,No,sales,low
0.14,0.93,0.008169732877589882,0.007094713252880972,0.008616048637525053,No,No,No,management,high
0.55,0.51,0.008169732877589882,0.006109336412203059,0.006462036478143789,No,No,No,management,low
0.66,0.56,0.008169732877589882,0.007291788621016555,0.006462036478143789,No,No,No,sales,medium
0.73,0.54,0.00612729965819241,0.0059122610440674765,0.006462036478143789,No,No,No,sales,medium
0.9,1.0,0.010212166096987352,0.00871073127159275,0.010770060796906317,No,Yes,No,management,low
0.84,0.73,0.008169732877589882,0.007764769504541953,0.006462036478143789,No,No,Yes,technical,low
0.24,0.85,0.008169732877589882,0.006109336412203059,0.010770060796906317,No,No,No,technical,low
0.65,0.82,0.010212166096987352,0.010444994511185876,0.006462036478143789,No,No,No,management,low
0.63,0.85,0.008169732877589882,0.007173543400135205,0.006462036478143789,Yes,No,No,sales,high
0.85,0.78,0.00612729965819241,0.006503487148474224,0.008616048637525053,No,No,No,management,medium
0.37,0.51,0.004084866438794941,0.006069921338575942,0.006462036478143789,Yes,Yes,No,sales,low
0.75,0.53,0.00612729965819241,0.0065429022221013405,0.006462036478143789,No,No,No,sales,high
0.59,0.81,0.008169732877589882,0.006818807737491156,0.0043080243187625265,No,No,No,sales,medium
0.8,0.77,0.00612729965819241,0.006739977590236923,0.0043080243187625265,No,No,No,management,medium
0.72,0.97,0.00612729965819241,0.009420202596880846,0.006462036478143789,No,No,No,management,low
0.78,0.4,0.008169732877589882,0.005715185675931894,0.010770060796906317,Yes,No,Yes,sales,medium
0.99,0.55,0.008169732877589882,0.0070552981792538555,0.008616048637525053,No,No,No,management,low
0.77,0.61,0.010212166096987352,0.005754600749559011,0.006462036478143789,No,No,No,management,low
0.09,0.84,0.01225459931638482,0.01016908899579606,0.008616048637525053,No,Yes,No,management,low
0.58,0.49,0.00612729965819241,0.006582317295728457,0.006462036478143789,No,No,No,management,medium
0.98,0.83,0.010212166096987352,0.008316580535321584,0.006462036478143789,No,No,No,management,medium
0.16,0.97,0.01225459931638482,0.00926254230237238,0.006462036478143789,No,No,No,technical,low
0.64,0.93,0.010212166096987352,0.007804184578169069,0.0043080243187625265,No,No,No,technical,high
0.43,0.46,0.004084866438794941,0.006188166559457292,0.006462036478143789,No,Yes,No,technical,medium
0.95,0.78,0.00612729965819241,0.008040675019931769,0.0043080243187625265,Yes,No,No,management,medium
0.72,0.6,0.00612729965819241,0.010444994511185876,0.0043080243187625265,Yes,No,No,sales,high
0.39,0.51,0.004084866438794941,0.005478695234169195,0.006462036478143789,No,Yes,No,management,low
0.73,0.55,0.00612729965819241,0.00587284597044036,0.006462036478143789,No,No,No,technical,low
0.11,0.81,0.010212166096987352,0.011312126130982439,0.008616048637525053,No,Yes,No,sales,low
0.38,0.49,0.008169732877589882,0.007725354430914836,0.006462036478143789,No,No,Yes,technical,high
0.92,0.54,0.008169732877589882,0.008553070977084283,0.008616048637525053,No,No,No,management,low
0.53,0.82,0.00612729965819241,0.010011428701287593,0.006462036478143789,Yes,No,No,technical,low
0.62,0.52,0.00612729965819241,0.005833430896813243,0.006462036478143789,No,No,No,sales,medium
